epoch,step,train_loss_epoch,train_loss_step
0,49,,14.730414390563965
0,99,,13.75022029876709
0,149,,12.792398452758789
0,199,,12.578038215637207
0,249,,13.434025764465332
0,299,,13.455207824707031
0,349,,13.041543006896973
0,399,,13.491999626159668
0,449,,13.242438316345215
0,499,,13.472764015197754
0,549,,13.19312858581543
0,599,,12.142231941223145
0,649,,13.997477531433105
0,699,,13.686676979064941
0,749,,12.135000228881836
0,799,,12.197015762329102
0,849,,13.294466018676758
0,899,,13.776694297790527
0,909,13.353354454040527,
1,949,,13.08191967010498
1,999,,13.886290550231934
1,1049,,12.565653800964355
1,1099,,13.176966667175293
1,1149,,12.781427383422852
1,1199,,12.72349739074707
1,1249,,12.467345237731934
1,1299,,12.120092391967773
1,1349,,13.709139823913574
1,1399,,12.567138671875
1,1449,,13.474587440490723
1,1499,,13.042061805725098
1,1549,,13.134252548217773
1,1599,,11.950785636901855
1,1649,,12.957229614257812
1,1699,,12.347654342651367
1,1749,,11.723272323608398
1,1799,,12.331995964050293
1,1819,12.911328315734863,
2,1849,,13.892630577087402
2,1899,,12.99869441986084
2,1949,,13.487114906311035
2,1999,,12.263997077941895
2,2049,,13.31436824798584
2,2099,,13.264106750488281
2,2149,,13.172760009765625
2,2199,,12.86973762512207
2,2249,,12.738757133483887
2,2299,,12.87132453918457
2,2349,,13.114104270935059
2,2399,,12.954354286193848
2,2449,,12.340413093566895
2,2499,,12.58778190612793
2,2549,,12.792645454406738
2,2599,,12.494180679321289
2,2649,,12.714409828186035
2,2699,,12.409395217895508
2,2729,12.901372909545898,
3,2749,,12.509443283081055
3,2799,,12.87389087677002
3,2849,,12.164122581481934
3,2899,,13.107770919799805
3,2949,,12.693717002868652
3,2999,,12.19176959991455
3,3049,,12.748602867126465
3,3099,,12.583333015441895
3,3149,,14.103144645690918
3,3199,,14.807113647460938
3,3249,,13.937562942504883
3,3299,,12.66669750213623
3,3349,,13.899632453918457
3,3399,,13.146829605102539
3,3449,,12.445561408996582
3,3499,,13.328886032104492
3,3549,,13.13780689239502
3,3599,,13.370274543762207
3,3639,13.048312187194824,
4,3649,,13.553410530090332
4,3699,,13.387019157409668
4,3749,,13.012834548950195
4,3799,,12.76323413848877
4,3849,,13.034927368164062
4,3899,,12.695791244506836
4,3949,,13.343887329101562
4,3999,,13.111409187316895
4,4049,,12.527012825012207
4,4099,,12.34436321258545
4,4149,,13.116715431213379
4,4199,,13.12318229675293
4,4249,,13.041911125183105
4,4299,,12.341057777404785
4,4349,,13.361407279968262
4,4399,,13.410292625427246
4,4449,,12.242777824401855
4,4499,,12.810944557189941
4,4549,,13.543915748596191
4,4549,13.068351745605469,
5,4599,,12.847445487976074
5,4649,,12.62513256072998
5,4699,,13.36853313446045
5,4749,,12.927749633789062
5,4799,,13.08203125
5,4849,,13.565244674682617
5,4899,,13.048171997070312
5,4949,,12.359312057495117
5,4999,,12.674295425415039
5,5049,,12.790961265563965
5,5099,,12.684206008911133
5,5149,,13.184328079223633
5,5199,,12.82808780670166
5,5249,,13.161916732788086
5,5299,,13.082634925842285
5,5349,,13.50603199005127
5,5399,,12.406968116760254
5,5449,,13.430986404418945
5,5459,13.015893936157227,
6,5499,,12.451760292053223
6,5549,,13.357213020324707
6,5599,,13.499297142028809
6,5649,,13.057100296020508
6,5699,,12.132027626037598
6,5749,,12.93541145324707
6,5799,,13.294795036315918
6,5849,,13.27195930480957
6,5899,,12.432665824890137
6,5949,,13.414206504821777
6,5999,,13.091997146606445
6,6049,,13.725118637084961
6,6099,,12.94264030456543
6,6149,,12.996804237365723
6,6199,,12.514138221740723
6,6249,,12.935953140258789
6,6299,,12.319692611694336
6,6349,,12.388138771057129
6,6369,13.027606010437012,
7,6399,,12.591740608215332
7,6449,,12.54808521270752
7,6499,,14.354482650756836
7,6549,,11.807133674621582
7,6599,,13.072937965393066
7,6649,,12.549200057983398
7,6699,,12.731696128845215
7,6749,,14.707646369934082
7,6799,,13.021574974060059
7,6849,,12.560712814331055
7,6899,,13.558823585510254
7,6949,,13.427803993225098
7,6999,,13.091883659362793
7,7049,,12.569832801818848
7,7099,,12.963706016540527
7,7149,,13.12939453125
7,7199,,12.857017517089844
7,7249,,12.317243576049805
7,7279,12.935680389404297,
8,7299,,12.72963809967041
8,7349,,12.272456169128418
8,7399,,12.615700721740723
8,7449,,12.51267147064209
8,7499,,13.294183731079102
8,7549,,13.209057807922363
8,7599,,12.692269325256348
8,7649,,12.916021347045898
8,7699,,13.279074668884277
8,7749,,13.068143844604492
8,7799,,12.72301197052002
8,7849,,12.153619766235352
8,7899,,12.6488037109375
8,7949,,12.901923179626465
8,7999,,12.345259666442871
8,8049,,13.447653770446777
8,8099,,12.980463981628418
8,8149,,12.960607528686523
8,8189,13.042725563049316,
9,8199,,13.72334098815918
9,8249,,13.3759126663208
9,8299,,12.969840049743652
9,8349,,12.573328018188477
9,8399,,12.154541969299316
9,8449,,13.01957893371582
9,8499,,12.90843391418457
9,8549,,13.055864334106445
9,8599,,12.758988380432129
9,8649,,13.156464576721191
9,8699,,11.904911994934082
9,8749,,13.159268379211426
9,8799,,12.743748664855957
9,8849,,12.842498779296875
9,8899,,13.899627685546875
9,8949,,13.013551712036133
9,8999,,12.416511535644531
9,9049,,12.016303062438965
9,9099,,12.038930892944336
9,9099,12.874753952026367,
10,9149,,13.15057373046875
10,9199,,12.517422676086426
10,9249,,12.248162269592285
10,9299,,13.610892295837402
10,9349,,13.1343412399292
10,9399,,13.30798053741455
10,9449,,11.902998924255371
10,9499,,13.05125617980957
10,9549,,12.69298267364502
10,9599,,13.273286819458008
10,9649,,12.324522972106934
10,9699,,12.583584785461426
10,9749,,13.623662948608398
10,9799,,12.241667747497559
10,9849,,12.991972923278809
10,9899,,12.215744972229004
10,9949,,12.671683311462402
10,9999,,12.601661682128906
10,10009,12.847625732421875,
11,10049,,13.331870079040527
11,10099,,13.231406211853027
11,10149,,12.662919044494629
11,10199,,12.785110473632812
11,10249,,13.45805835723877
11,10299,,13.148672103881836
11,10349,,12.804389953613281
11,10399,,11.722185134887695
11,10449,,12.575233459472656
11,10499,,13.596527099609375
11,10549,,13.3690185546875
11,10599,,12.235840797424316
11,10649,,12.670044898986816
11,10699,,12.162665367126465
11,10749,,14.209832191467285
11,10799,,12.216802597045898
11,10849,,12.463152885437012
11,10899,,12.636624336242676
11,10919,12.844481468200684,
12,10949,,13.543051719665527
12,10999,,12.29194450378418
12,11049,,12.154545783996582
12,11099,,13.256552696228027
12,11149,,13.704367637634277
12,11199,,12.550203323364258
12,11249,,12.242990493774414
12,11299,,12.986180305480957
12,11349,,11.807196617126465
12,11399,,13.646757125854492
12,11449,,13.158140182495117
12,11499,,12.960761070251465
12,11549,,13.69573974609375
12,11599,,12.8240966796875
12,11649,,13.39736270904541
12,11699,,13.570524215698242
12,11749,,13.079804420471191
12,11799,,13.246806144714355
12,11829,12.838264465332031,
13,11849,,13.807838439941406
13,11899,,13.108311653137207
13,11949,,13.320597648620605
13,11999,,13.194111824035645
13,12049,,12.825623512268066
13,12099,,13.574807167053223
13,12149,,12.56257438659668
13,12199,,12.280694007873535
13,12249,,12.41601276397705
13,12299,,13.209895133972168
13,12349,,12.542886734008789
13,12399,,13.036155700683594
13,12449,,13.208584785461426
13,12499,,12.288311958312988
13,12549,,12.16771411895752
13,12599,,12.685677528381348
13,12649,,13.072554588317871
13,12699,,13.777524948120117
13,12739,12.846421241760254,
14,12749,,12.02026653289795
14,12799,,14.029512405395508
14,12849,,12.360608100891113
14,12899,,12.60128116607666
14,12949,,13.726630210876465
14,12999,,12.497126579284668
14,13049,,12.484686851501465
14,13099,,13.016357421875
14,13149,,12.544259071350098
14,13199,,12.70335865020752
14,13249,,12.669904708862305
14,13299,,12.901114463806152
14,13349,,13.435050010681152
14,13399,,12.509682655334473
14,13449,,12.879240989685059
14,13499,,13.09364128112793
14,13549,,11.952651023864746
14,13599,,12.485676765441895
14,13649,,13.228238105773926
14,13649,12.824566841125488,
15,13699,,13.500317573547363
15,13749,,11.776763916015625
15,13799,,13.561777114868164
15,13849,,12.945889472961426
15,13899,,12.792412757873535
15,13949,,12.396151542663574
15,13999,,13.198369026184082
15,14049,,12.264193534851074
15,14099,,12.804166793823242
15,14149,,12.257355690002441
15,14199,,12.406586647033691
15,14249,,13.619257926940918
15,14299,,12.503713607788086
15,14349,,12.888455390930176
15,14399,,12.819839477539062
15,14449,,12.768744468688965
15,14499,,12.282882690429688
15,14549,,12.80357837677002
15,14559,12.78858470916748,
16,14599,,13.325005531311035
16,14649,,11.797871589660645
16,14699,,14.048446655273438
16,14749,,12.594828605651855
16,14799,,11.850281715393066
16,14849,,13.013933181762695
16,14899,,13.461159706115723
16,14949,,12.706690788269043
16,14999,,12.658530235290527
16,15049,,12.794367790222168
16,15099,,12.597952842712402
16,15149,,12.421148300170898
16,15199,,12.83305835723877
16,15249,,12.912635803222656
16,15299,,12.917436599731445
16,15349,,13.073391914367676
16,15399,,12.88695240020752
16,15449,,12.483654975891113
16,15469,12.825779914855957,
17,15499,,13.317559242248535
17,15549,,12.633783340454102
17,15599,,11.074857711791992
17,15649,,12.46978759765625
17,15699,,15.037796974182129
17,15749,,14.735116004943848
17,15799,,13.567619323730469
17,15849,,13.453262329101562
17,15899,,13.059941291809082
17,15949,,13.14218807220459
17,15999,,12.460362434387207
17,16049,,13.200143814086914
17,16099,,13.59858512878418
17,16149,,14.172050476074219
17,16199,,13.625287055969238
17,16249,,12.582858085632324
17,16299,,12.504281044006348
17,16349,,13.185816764831543
17,16379,13.13315486907959,
18,16399,,12.897261619567871
18,16449,,12.20451545715332
18,16499,,12.285194396972656
18,16549,,12.768181800842285
18,16599,,12.443120002746582
18,16649,,13.253549575805664
18,16699,,12.656675338745117
18,16749,,13.535268783569336
18,16799,,12.17004680633545
18,16849,,13.646029472351074
18,16899,,13.255905151367188
18,16949,,12.990799903869629
18,16999,,13.32544994354248
18,17049,,11.58185863494873
18,17099,,12.165929794311523
18,17149,,14.198087692260742
18,17199,,12.260690689086914
18,17249,,13.404393196105957
18,17289,12.826674461364746,
19,17299,,12.644155502319336
19,17349,,13.704373359680176
19,17399,,12.50324821472168
19,17449,,13.50404167175293
19,17499,,12.655693054199219
19,17549,,12.582595825195312
19,17599,,12.402887344360352
19,17649,,11.986593246459961
19,17699,,12.602081298828125
19,17749,,12.98320484161377
19,17799,,12.647430419921875
19,17849,,11.962531089782715
19,17899,,14.786263465881348
19,17949,,14.433320045471191
19,17999,,13.844111442565918
19,18049,,13.599929809570312
19,18099,,12.999839782714844
19,18149,,12.847084045410156
19,18199,,11.919168472290039
19,18199,13.109700202941895,
20,18249,,12.097436904907227
20,18299,,12.405644416809082
20,18349,,13.581809997558594
20,18399,,13.368408203125
20,18449,,12.827791213989258
20,18499,,13.076604843139648
20,18549,,13.324941635131836
20,18599,,11.496630668640137
20,18649,,13.092616081237793
20,18699,,12.786396980285645
20,18749,,12.584528923034668
20,18799,,13.008503913879395
20,18849,,12.881752967834473
20,18899,,12.59119701385498
20,18949,,13.471043586730957
20,18999,,12.096452713012695
20,19049,,14.084006309509277
20,19099,,13.024015426635742
20,19109,12.817866325378418,
21,19149,,12.297179222106934
21,19199,,12.13232707977295
21,19249,,12.493417739868164
21,19299,,12.965970993041992
21,19349,,13.430349349975586
21,19399,,12.727211952209473
21,19449,,12.423004150390625
21,19499,,13.01944637298584
21,19549,,12.72382926940918
21,19599,,13.494561195373535
21,19649,,13.94225025177002
21,19699,,12.89267635345459
21,19749,,13.11937141418457
21,19799,,11.645861625671387
21,19849,,12.387414932250977
21,19899,,12.734010696411133
21,19949,,12.887998580932617
21,19999,,12.525546073913574
21,20019,12.839466094970703,
22,20049,,12.41648006439209
22,20099,,11.951830863952637
22,20149,,13.0665922164917
22,20199,,12.619681358337402
22,20249,,13.513310432434082
22,20299,,12.772558212280273
22,20349,,13.110321044921875
22,20399,,13.258920669555664
22,20449,,12.526023864746094
22,20499,,12.892413139343262
22,20549,,12.725184440612793
22,20599,,12.185194969177246
22,20649,,13.582695960998535
22,20699,,13.92466926574707
22,20749,,13.147128105163574
22,20799,,13.16957950592041
22,20849,,13.10096263885498
22,20899,,12.80512523651123
22,20929,12.80374526977539,
23,20949,,13.10356330871582
23,20999,,12.694829940795898
23,21049,,13.100156784057617
23,21099,,11.489236831665039
23,21149,,12.69834041595459
23,21199,,12.156599998474121
23,21249,,12.372458457946777
23,21299,,12.949173927307129
23,21349,,12.234321594238281
23,21399,,13.650250434875488
23,21449,,13.366461753845215
23,21499,,12.152270317077637
23,21549,,12.838326454162598
23,21599,,12.913232803344727
23,21649,,12.594321250915527
23,21699,,13.360551834106445
23,21749,,12.829926490783691
23,21799,,13.286234855651855
23,21839,12.806954383850098,
24,21849,,12.901433944702148
24,21899,,13.130547523498535
24,21949,,12.394661903381348
24,21999,,13.559224128723145
24,22049,,13.430642127990723
24,22099,,13.277395248413086
24,22149,,13.29178524017334
24,22199,,11.84300422668457
24,22249,,12.660826683044434
24,22299,,12.289579391479492
24,22349,,13.12229061126709
24,22399,,12.71052360534668
24,22449,,11.702536582946777
24,22499,,12.321696281433105
24,22549,,12.442262649536133
24,22599,,12.730582237243652
24,22649,,12.519551277160645
24,22699,,12.841551780700684
24,22749,,12.503413200378418
24,22749,12.801960945129395,
25,22799,,13.122167587280273
25,22849,,13.054389953613281
25,22899,,12.681013107299805
25,22949,,12.346940994262695
25,22999,,12.833931922912598
25,23049,,12.781599998474121
25,23099,,12.89173412322998
25,23149,,13.443947792053223
25,23199,,13.448333740234375
25,23249,,12.067484855651855
25,23299,,12.919771194458008
25,23349,,13.298065185546875
25,23399,,12.971559524536133
25,23449,,12.373311042785645
25,23499,,12.798476219177246
25,23549,,13.29304027557373
25,23599,,12.867441177368164
25,23649,,13.230165481567383
25,23659,12.804763793945312,
26,23699,,12.485955238342285
26,23749,,11.922628402709961
26,23799,,13.323014259338379
26,23849,,12.838178634643555
26,23899,,13.006672859191895
26,23949,,12.362244606018066
26,23999,,12.52233600616455
26,24049,,12.870637893676758
26,24099,,12.993779182434082
26,24149,,13.144752502441406
26,24199,,12.759202003479004
26,24249,,13.713644981384277
26,24299,,13.470026016235352
26,24349,,11.905738830566406
26,24399,,13.803624153137207
26,24449,,12.800812721252441
26,24499,,12.606728553771973
26,24549,,13.076339721679688
26,24569,12.800371170043945,
27,24599,,12.90956974029541
27,24649,,12.689374923706055
27,24699,,12.389616966247559
27,24749,,12.32402229309082
27,24799,,12.018457412719727
27,24849,,13.16847038269043
27,24899,,13.0117826461792
27,24949,,11.694747924804688
27,24999,,12.602543830871582
27,25049,,13.194382667541504
27,25099,,12.580018997192383
27,25149,,12.766935348510742
27,25199,,12.315770149230957
27,25249,,13.806412696838379
27,25299,,12.69077205657959
27,25349,,12.22368049621582
27,25399,,12.979798316955566
27,25449,,13.167366027832031
27,25479,12.809881210327148,
28,25499,,12.749709129333496
28,25549,,12.442626953125
28,25599,,12.046517372131348
28,25649,,13.53433895111084
28,25699,,12.998208045959473
28,25749,,12.576589584350586
28,25799,,12.32935905456543
28,25849,,12.411534309387207
28,25899,,12.728445053100586
28,25949,,13.008790969848633
28,25999,,12.425461769104004
28,26049,,12.33290958404541
28,26099,,12.884596824645996
28,26149,,12.913022994995117
28,26199,,12.572927474975586
28,26249,,12.819093704223633
28,26299,,12.007499694824219
28,26349,,13.41331958770752
28,26389,12.806509971618652,
29,26399,,14.119240760803223
29,26449,,13.093153953552246
29,26499,,12.526845932006836
29,26549,,12.678109169006348
29,26599,,12.467070579528809
29,26649,,13.720048904418945
29,26699,,13.391546249389648
29,26749,,12.170862197875977
29,26799,,12.813700675964355
29,26849,,13.020384788513184
29,26899,,13.643119812011719
29,26949,,12.385734558105469
29,26999,,12.508267402648926
29,27049,,13.833464622497559
29,27099,,12.563692092895508
29,27149,,13.253873825073242
29,27199,,12.902260780334473
29,27249,,13.130264282226562
29,27299,,11.60009765625
29,27299,12.79396915435791,
